RecordID,Name,NameAlphabetized,Name - HOO,OperationalStatus,PreliminaryOrganizationType,Description,URL,AlternateNames,Acronym,AlternateAcronyms,BudgetCode,OpenDatasetsURL,FoundingYear,PrincipalOfficerName,PrincipalOfficerTitle,PrincipalOfficerContactURL,Notes,InstanceOf,NYC.gov Agency Directory,Name - CPO,Name - Checkbook,Name - Greenbook,Name - NYC Open Data Portal,Name - NYC.gov Agency List,Name - NYC.gov Mayor's Office,Name - ODA,Name - Ops,Name - WeGov
FINAL_REC_000190,Financial Information Services Agency,Financial Information Services Agency,,Active,Mayoral Agency,,https://www1.nyc.gov/site/eepc/about/jurisdictions/fisa.page,,,,,,1982.0,,,,,,True,,Financial Information Services Agency,Financial Information Services Agency,,,,,Financial Information Services Agency,Financial Information Services Agency
FINAL_REC_000191,Fire Department,Fire Department,"Fire Department, New York City (FDNY)",Active,Mayoral Agency,"As first responders to fires, public safety and medical emergencies, disasters and terrorist acts, FDNY protects the lives and property of New York City residents and visitors.",https://www.nyc.gov/site/fdny/index.page,,FDNY,,57.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Fire+Department+of+New+York+City+%28FDNY%29,1865.0,Robert Tucker,Commissioner,https://www.nyc.gov/site/fdny/about/overview/leadership/email-the-commissioner.page,,,True,Fire Department,Fire Department,Fire Department,Fire Department of New York City (FDNY),"Fire Department, New York City (FDNY)","Fire Department, New York City (FDNY)",New York City Fire Department (FDNY),Fire Department,Fire Department
FINAL_REC_000192,Fire Department Pension Fund and Related Funds,Fire Department Pension Fund and Related Funds,,Active,Fiduciary Fund,,,,,,,,1966.0,,,,,,False,,,,,,,,,
FINAL_REC_000193,First Deputy Mayor,"Mayor, First Deputy",Mayor's Office - First Deputy Mayor,Active,Mayoral Office,,https://www.nyc.gov/office-of-the-mayor/admin-officials.page,,,,,,1935.0,Camille Joseph Varlack,Interim First Deputy Mayor,https://www.nyc.gov/office-of-the-mayor/mayor-contact.page,,,True,First Deputy Mayor,,,,,Office of the First Deputy Mayor,,First Deputy Mayor,
FINAL_REC_000194,Flushing Meadows Corona Park Alliance,Flushing Meadows Corona Park Alliance,,Active,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,Flushing Meadows Corona Park Alliance,
FINAL_REC_000195,Food Service Establishment Advisory Board,Food Service Establishment Advisory Board,,Active,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,Food Service Establishment Advisory Board,
FINAL_REC_000196,Forest Park Trust,Forest Park Trust,,Active,Non-Governmental Organization,,https://forestparktrust.org/about-us,,,,,,,,,,,,False,,,,,,,,Forest Park Trust,
FINAL_REC_000197,Franchise and Concession Review Committee,Franchise and Concession Review Committee,,Active,"Advisory, Oversight, or Regulatory Body",,https://www1.nyc.gov/site/mocs/reporting/about-franchises-concessions.page,,,,,,1989.0,,,,,,True,,,,,,,,Franchise and Concession Review Committee,
FINAL_REC_000198,Fund for Public Schools,Fund for Public Schools,,Active,Non-Governmental Organization,,https://www.fundforpublicschools.org/mission,,,,,,,,,,,,False,,,,,,,,Fund for Public Schools,
FINAL_REC_000199,Future Workers Task Force,Future Workers Task Force,,Dissolved,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,Future Workers Task Force,
FINAL_REC_000200,Gender and Racial Equity Advisory Board,Gender and Racial Equity Advisory Board,,Active,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,Gender and Racial Equity Advisory Board,
FINAL_REC_000201,Get Stuff Built Advisory Board,Get Stuff Built Advisory Board,,Active,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,Get Stuff Built Advisory Board,
FINAL_REC_000202,Gracie Mansion Conservancy,Gracie Mansion Conservancy,,Active,Non-Governmental Organization,,https://www.graciemansion.org/,,,,,,1799.0,Melissa Gonzalez,,,,,False,Gracie Mansion,,,,,,,Gracie Mansion Conservancy,Gracie Mansion
FINAL_REC_000203,Gracie Mansion Conversancy Advisory Committee,Gracie Mansion Conversancy Advisory Committee,,Active,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,Gracie Mansion Conversancy Advisory Committee,
FINAL_REC_000204,Grand Central Partnership,Grand Central Partnership,,Active,Non-Governmental Organization,,https://www.grandcentralpartnership.nyc/,,,,,,1985.0,,,,,,False,,,,,,,Grand Central Partnership,,
FINAL_REC_000205,Green Economy Advisory Council,Green Economy Advisory Council,,Active,"Advisory, Oversight, or Regulatory Body",,https://edc.nyc/sites/default/files/2024-03/NYCEDC-Green-Economy-Action-Plan-03-22-2024.pdf,,,,,,,,,,,,True,,,,,,,,Green Economy Advisory Council,
FINAL_REC_000206,Greenbelt Conservancy,Greenbelt Conservancy,,Active,Non-Governmental Organization,,https://sigreenbelt.org/about-us/,,,,,,,,,,,,False,,,,,,,,Greenbelt Conservancy,
FINAL_REC_000207,GreeNYC,GreeNYC,GreeNYC (GNYC),Reorganized,Division,Working to reduce New York City’s greenhouse gas emissions 30 percent by 2030.,https://climate.cityofnewyork.us/,,GNYC,,,,,,Director,https://climate.cityofnewyork.us/contact-us/,,,False,,,,,GreeNYC (GNYC),GreeNYC (GNYC),,,
FINAL_REC_000208,GrowNYC,GrowNYC,,Active,Non-Governmental Organization,,https://www.grownyc.org/,,,,,,1970.0,,,,,,False,,,GrowNYC,,,,,GrowNYC (previously Council on the Environment),
FINAL_REC_000209,Handschu Committee,Handschu Committee,,Active,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,Handschu Committee,
FINAL_REC_000210,Hardship Appeals Panel,Hardship Appeals Panel,,Active,"Advisory, Oversight, or Regulatory Body",,,,,,,,1989.0,,,,,,False,,,,,,,,,
FINAL_REC_000211,Health and Hospitals Corporation Board of Directors,Health and Hospitals Corporation Board of Directors,,Duplicate,"Advisory, Oversight, or Regulatory Body",,https://www.nychealthandhospitals.org/about-nyc-health-hospitals/,,,,,,,,,,,,False,,,,,,,,Health and Hospitals Corporation Board of Directors,
FINAL_REC_000212,Health and Hospitals Corporation Personnel Review Board,Health and Hospitals Corporation Personnel Review Board,,Active,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,Health and Hospitals Corporation Personnel Review Board,
FINAL_REC_000213,HIV Planning Council,HIV Planning Council,,Active,"Advisory, Oversight, or Regulatory Body",,https://nyhiv.org/,,,,,,,,,,,,True,,,,,,,,HIV Planning Council,
FINAL_REC_000214,HIV/AIDS Services Advisory Board,HIV/AIDS Services Advisory Board,,Active,"Advisory, Oversight, or Regulatory Body",,https://www1.nyc.gov/site/hra/help/hiv-aids-services.page,,,,,,,,,,,,True,,,,,,,,HIV/AIDS Services Advisory Board,
FINAL_REC_000215,Housing Development Corporation,Housing Development Corporation,Hosing Development Corporation (NYC HDC),Active,Authority or Public Benefit Corporation,"The New York City Housing Development Corporation (HDC) seeks to increase the supply of multi-family housing, stimulate economic growth and revitalize neighborhoods by financing the creation and preservation of affordable housing for low- , moderate- , and middle-income New Yorkers.",https://www.nychdc.com/,,NYC HDC,,,,1971.0,Eric Enderlin,President,https://www.nychdc.com/contact,,,True,,,"Housing Development Corporation, NYC",,Housing Development Corporation (NYC HDC),Housing Development Corporation (NYC HDC),Housing Development Corporation (HDC),Housing Development Corporation,Housing Development Corporation
FINAL_REC_000216,Housing Preservation and Development,"Housing Preservation and Development, Department of","Housing Preservation and Development, Department of (HPD)",Active,Mayoral Agency,"Using a variety of preservation, development, and enforcement strategies, the Department of Housing Preservation and Development (HPD) strives to improve the availability, affordability, and quality of housing in New York City. As the nation’s largest municipal housing agency, HPD works with private, public, and community partners to strengthen neighborhoods and enable more New Yorkers to become homeowners or to rent well-maintained, affordable housing.",https://www.nyc.gov/site/hpd/index.page,,HPD,,806.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Department+of+Housing+Preservation+and+Development+%28HPD%29,1978.0,Adolfo Carrion Jr.,Commissioner,https://www.nyc.gov/site/hpd/contact/email-the-commissioner.page,,,True,Department of Housing Preservation and Development,Housing Preservation and Development,Housing Preservation & Development,Department of Housing Preservation and Development (HPD),"Housing Preservation and Development, Department of  (HPD)","Housing Preservation and Development, Department of  (HPD)",Department of Housing Preservation and Development (HPD),Housing Preservation & Development,Department of Housing Preservation and Development
FINAL_REC_000217,Housing Recovery Office,"Housing Recovery Operations, Mayor's Office of",Housing Recovery Operations (HRO),Active,Mayoral Office,"The Mayor's Office of Housing Recovery Operations (HRO), was created to assist homeowners, landlords, renters, and tenants affected by Hurricane Sandy within the five boroughs. The program offers multiple pathways of assistance, including: property rehabilitation or reconstruction, reimbursement for repair work already carried out, and acquisition of homes. The primary goal of the program is to make Sandy-affected New Yorkers and communities safer and more resilient.",https://www.nyc.gov/site/recovery/index.page,,HRO,,2.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+of+Housing+Recovery+Operations+%28HRO%29,2012.0,Rudy S. Giuliani,Executive Director,https://www.nyc.gov/site/housingrecovery/about/contacts.page,,,True,Mayor's Office of Housing Recovery Operations,,,Mayor’s Office of Housing Recovery Operations (HRO),Housing Recovery Operations (HRO),Housing Recovery Operations (HRO),Mayor's Office of Housing Recovery Operations (HRO),Housing Recovery Office,Housing Recovery Operations
FINAL_REC_000218,Hudson River Park Trust,Hudson River Park Trust,,Active,Non-Governmental Organization,,https://hudsonriverpark.org/about-us/hudson-river-park-trust/,,,,,,,,,,,,False,,,,,,,,Hudson River Park Trust,
FINAL_REC_000219,Hudson River Valley Greenway Communities Council,Hudson River Valley Greenway Communities Council,,Active,"Advisory, Oversight, or Regulatory Body",,https://hudsongreenway.ny.gov/,,,,,,,,,,,,False,,,,,,,,Hudson River Valley Greenway Communities Council,
FINAL_REC_000220,Hudson Yards Infrastructure Corporation,Hudson Yards Infrastructure Corporation,Hudson Yards Infastructure Corporation,Active,Authority or Public Benefit Corporation,"The Hudson Yards Infrastructure Corporation is a local development corporation created in 2005 by the City of New York to finance certain property acquisition and infrastructure work, including the extension of the No. 7 subway line, as part of the development of the Hudson Yards Financing District.",https://www.nyc.gov/site/hyic/index.page,,,,,,2005.0,David Womack,President,https://www.nyc.gov/site/hyic/about/contact-the-hyic.page,,,True,,,,,Hudson Yards Infrastructure Corporation,Hudson Yards Infrastructure Corporation,,Hudson Yards Infrastructure Corporation,
FINAL_REC_000221,Hurricane Sandy Charitable Organizations and Houses of Worship Recovery Taskforce,Hurricane Sandy Charitable Organizations and Houses of Worship Recovery Taskforce,,Dissolved,"Advisory, Oversight, or Regulatory Body",,,,,,,,,,,,,,False,,,,,,,,Hurricane Sandy Charitable Organizations and Houses of Worship Recovery Taskforce,
FINAL_REC_000222,Independent Budget Office,Independent Budget Office,"Independent Budget Office, NYC (IBO)",Active,"Advisory, Oversight, or Regulatory Body","The Independent Budget Office provides non-partisan budgetary, economic, and policy analysis for New York City residents and elected officials, and increases the visibility of the budget process.",http://www.ibo.nyc.ny.us/index.html,,IBO,,132.0,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=NYC+Independent+Budget+Office+%28IBO%29,1989.0,Louisa Chafee,Director,Contact – Budget Options for New York City (nyc.ny.us),,,True,Independent Budget Office,Independent Budget Office,"Independent Budget Office, NYC",NYC Independent Budget Office (IBO),"Independent Budget Office, NYC (IBO)","Independent Budget Office, NYC (IBO)",Independent Budget Office (IBO),Independent Budget Office,Independent Budget Office
